TransactionID,TransactionDate,StoreID,ProductID,Quantity,UnitPrice,DiscountAmount,GrossSales,NetSales,PaymentMethod,SalesChannel
T000568,2026-05-22 03:56:10,S001,P0080,5,21.84,0.0,109.2,109.2,Wallet,Store
T000569,2026-05-15 13:50:40,S001,P0003,1,61.31,6.13,61.31,55.18,Cash,Store
T000570,2026-05-07 22:56:56,S005,P0071,4,56.68,0.0,226.72,226.72,Cash,Store
T000571,2026-05-09 22:40:31,S007,P0039,1,23.0,3.45,23.0,19.55,Wallet,Store
T000572,2026-05-17 22:29:22,S003,P0090,4,145.3,0.0,581.2,581.2,Cash,Store
T000573,2026-05-07 22:10:23,S002,P0037,1,50.07,5.01,50.07,45.06,Cash,Store
T000574,2026-05-12 14:55:07,S005,P0100,5,29.71,0.0,148.55,148.55,Card,Store
T000575,2026-05-07 17:30:01,S001,P0021,5,144.78,72.39,723.9,651.51,Card,Store
T000576,2026-05-04 20:54:15,S001,P0031,1,133.01,0.0,133.01,133.01,Wallet,Store
T000577,2026-05-03 03:41:16,S003,P0064,1,32.29,4.84,32.29,27.45,Card,Store
T000578,2026-05-09 16:54:13,S004,P0083,4,41.33,8.27,165.32,157.05,Cash,Store
T000579,2026-05-12 11:23:07,S003,P0013,1,75.22,3.76,75.22,71.46,Card,Store
T000580,2026-05-01 05:02:19,S002,P0095,1,181.52,0.0,181.52,181.52,Wallet,Store
T000581,2026-05-15 22:38:21,S003,P0083,3,41.33,6.2,123.99,117.79,Card,Store
T000582,2026-05-06 04:08:40,S002,P0094,3,138.97,20.85,416.91,396.06,Card,Store
T000583,2026-05-23 17:24:44,S008,P0052,3,69.9,20.97,209.7,188.73,Card,Store
T000584,2026-05-23 02:08:06,S003,P0084,1,82.16,0.0,82.16,82.16,Cash,Store
T000585,2026-05-19 15:57:10,S007,P0014,5,166.66,83.33,833.3,749.97,Cash,Store
T000586,2026-05-01 04:45:25,S007,P0079,3,12.41,5.58,37.23,31.65,Card,Store
T000587,2026-05-02 02:18:21,S002,P0063,4,97.34,38.94,389.36,350.42,Card,Store
T000588,2026-05-25 20:59:42,S006,P0084,1,82.16,12.32,82.16,69.84,Wallet,Store
T000589,2026-05-17 22:30:33,S004,P0073,3,156.93,70.62,470.79,400.17,Cash,Store
T000590,2026-05-22 23:21:10,S004,P0056,4,104.18,20.84,416.72,395.88,Card,Store
T000591,2026-05-01 23:25:31,S009,P0020,5,53.57,0.0,267.85,267.85,Cash,Store
T000592,2026-05-03 17:54:01,S008,P0065,4,32.67,0.0,130.68,130.68,Card,Store
T000593,2026-05-17 08:06:30,S006,P0031,3,133.01,0.0,399.03,399.03,Wallet,Store
T000594,2026-05-03 16:42:54,S007,P0083,4,41.33,0.0,165.32,165.32,Card,Store
T000595,2026-05-15 11:30:26,S008,P0074,1,59.52,5.95,59.52,53.57,Cash,Store
T000596,2026-05-14 01:18:16,S001,P0064,1,32.29,3.23,32.29,29.06,Wallet,Store
T000597,2026-05-20 23:12:43,S001,P0071,1,56.68,8.5,56.68,48.18,Card,Store
T000598,2026-05-11 13:13:44,S009,P0066,2,137.94,27.59,275.88,248.29,Cash,Store
T000599,2026-05-25 22:33:52,S008,P0029,3,38.23,17.2,114.69,97.49,Wallet,Store
T000600,2026-05-04 23:59:24,S006,P0061,4,110.26,0.0,441.04,441.04,Cash,Store
T000601,2026-05-18 19:00:17,S006,P0001,3,101.2,15.18,303.6,288.42,Card,Store
T000602,2026-05-16 05:06:48,S002,P0090,1,145.3,0.0,145.3,145.3,Wallet,Store
T000603,2026-05-20 07:07:59,S007,P0096,1,134.76,6.74,134.76,128.02,Cash,Store
T000604,2026-05-07 12:18:13,S007,P0016,2,51.68,10.34,103.36,93.02,Cash,Store
T000605,2026-05-04 16:24:08,S007,P0097,1,40.86,6.13,40.86,34.73,Card,Store
T000606,2026-05-16 00:09:28,S010,P0085,5,75.89,0.0,379.45,379.45,Wallet,Store
T000607,2026-05-19 17:34:58,S001,P0095,5,181.52,90.76,907.6,816.84,Wallet,Store
T000608,2026-05-24 04:40:27,S003,P0100,5,29.71,0.0,148.55,148.55,Cash,Store
T000609,2026-05-17 14:00:18,S010,P0050,5,18.16,4.54,90.8,86.26,Card,Store
T000610,2026-05-11 10:42:37,S004,P0078,3,68.94,20.68,206.82,186.14,Card,Store
T000611,2026-05-23 18:39:07,S003,P0018,4,41.56,24.94,166.24,141.3,Card,Store
T000612,2026-05-21 07:54:47,S009,P0090,3,145.3,65.38,435.9,370.52,Cash,Store
T000613,2026-05-22 04:49:49,S010,P0027,3,36.85,5.53,110.55,105.02,Wallet,Store
T000614,2026-05-23 23:11:16,S003,P0084,5,82.16,61.62,410.8,349.18,Card,Store
T000615,2026-05-16 21:13:09,S002,P0091,3,54.63,24.58,163.89,139.31,Wallet,Store
T000616,2026-05-14 00:27:53,S007,P0086,5,62.39,15.6,311.95,296.35,Wallet,Store
T000617,2026-05-02 02:03:39,S001,P0014,4,166.66,0.0,666.64,666.64,Cash,Store
T000618,2026-05-05 02:15:30,S003,P0035,3,69.17,10.38,207.51,197.13,Wallet,Store
T000619,2026-05-12 16:28:42,S004,P0038,5,44.59,0.0,222.95,222.95,Cash,Store
T000620,2026-05-13 08:39:02,S009,P0079,2,12.41,3.72,24.82,21.1,Wallet,Store
T000621,2026-05-13 15:10:00,S005,P0090,1,145.3,14.53,145.3,130.77,Wallet,Store
T000622,2026-05-24 09:09:03,S009,P0041,1,62.42,0.0,62.42,62.42,Cash,Store
T000623,2026-05-25 21:25:20,S008,P0080,2,21.84,2.18,43.68,41.5,Wallet,Store
T000624,2026-05-10 16:20:27,S010,P0095,2,181.52,0.0,363.04,363.04,Cash,Store
T000625,2026-05-24 18:42:30,S002,P0088,2,91.35,0.0,182.7,182.7,Cash,Store
T000626,2026-05-18 09:37:14,S001,P0049,4,89.38,17.88,357.52,339.64,Cash,Store
T000627,2026-05-11 16:58:42,S010,P0021,3,144.78,0.0,434.34,434.34,Wallet,Store
T000628,2026-05-20 01:51:05,S001,P0020,2,53.57,5.36,107.14,101.78,Wallet,Store
T000629,2026-05-18 13:02:14,S005,P0079,4,12.41,7.45,49.64,42.19,Cash,Store
T000630,2026-05-06 18:57:16,S006,P0091,5,54.63,0.0,273.15,273.15,Cash,Store
T000631,2026-05-18 14:41:16,S003,P0065,4,32.67,19.6,130.68,111.08,Cash,Store
T000632,2026-05-11 13:08:10,S004,P0045,2,33.79,3.38,67.58,64.2,Card,Store
T000633,2026-05-18 23:38:25,S010,P0028,5,96.72,48.36,483.6,435.24,Cash,Store
T000634,2026-05-21 22:20:39,S006,P0015,4,153.72,0.0,614.88,614.88,Wallet,Store
T000635,2026-05-04 14:02:57,S001,P0032,3,187.28,56.18,561.84,505.66,Card,Store
T000636,2026-05-25 13:39:06,S005,P0070,1,101.49,15.22,101.49,86.27,Wallet,Store
T000637,2026-05-10 23:43:17,S008,P0066,4,137.94,0.0,551.76,551.76,Cash,Store
T000638,2026-05-06 19:35:13,S009,P0042,1,36.49,0.0,36.49,36.49,Wallet,Store
T000639,2026-05-22 15:26:41,S002,P0001,2,101.2,0.0,202.4,202.4,Cash,Store
T000640,2026-05-24 05:35:52,S009,P0027,4,36.85,0.0,147.4,147.4,Cash,Store
T000641,2026-05-03 01:58:33,S006,P0059,1,110.73,0.0,110.73,110.73,Cash,Store
T000642,2026-05-08 09:25:01,S009,P0033,1,74.69,11.2,74.69,63.49,Card,Store
T000643,2026-05-11 00:36:53,S008,P0050,4,18.16,7.26,72.64,65.38,Card,Store
T000644,2026-05-21 22:30:48,S002,P0087,5,55.98,0.0,279.9,279.9,Cash,Store
T000645,2026-05-12 18:18:27,S010,P0097,1,40.86,0.0,40.86,40.86,Cash,Store
T000646,2026-05-10 15:56:07,S005,P0038,5,44.59,0.0,222.95,222.95,Card,Store
T000647,2026-05-18 08:00:18,S001,P0051,4,92.29,0.0,369.16,369.16,Cash,Store
T000648,2026-05-21 05:14:44,S007,P0096,5,134.76,33.69,673.8,640.11,Card,Store
T000649,2026-05-18 05:08:50,S006,P0087,1,55.98,8.4,55.98,47.58,Cash,Store
T000650,2026-05-13 19:33:25,S001,P0006,5,60.11,45.08,300.55,255.47,Wallet,Store
T000651,2026-05-07 15:01:27,S005,P0011,2,90.41,9.04,180.82,171.78,Wallet,Store
T000652,2026-05-08 22:27:36,S003,P0066,2,137.94,0.0,275.88,275.88,Card,Store
T000653,2026-05-02 19:58:59,S002,P0025,2,95.59,28.68,191.18,162.5,Card,Store
T000654,2026-05-22 02:27:09,S009,P0083,1,41.33,2.07,41.33,39.26,Card,Store
T000655,2026-05-11 13:00:10,S004,P0013,5,75.22,37.61,376.1,338.49,Cash,Store
T000656,2026-05-20 02:32:29,S004,P0086,1,62.39,3.12,62.39,59.27,Cash,Store
T000657,2026-05-20 11:07:45,S008,P0041,4,62.42,12.48,249.68,237.2,Wallet,Store
T000658,2026-05-12 11:31:02,S003,P0075,5,97.7,73.27,488.5,415.23,Card,Store
T000659,2026-05-08 23:19:55,S001,P0022,3,90.67,0.0,272.01,272.01,Card,Store
T000660,2026-05-16 16:51:06,S006,P0036,2,14.43,1.44,28.86,27.42,Card,Store
T000661,2026-05-04 06:23:58,S005,P0046,4,24.33,14.6,97.32,82.72,Wallet,Store
T000662,2026-05-18 07:09:06,S002,P0078,3,68.94,0.0,206.82,206.82,Card,Store
T000663,2026-05-17 22:59:48,S002,P0094,1,138.97,0.0,138.97,138.97,Cash,Store
T000664,2026-05-07 01:20:04,S010,P0075,4,97.7,58.62,390.8,332.18,Wallet,Store
T000665,2026-05-21 05:24:41,S009,P0034,5,23.19,11.6,115.95,104.35,Card,Store
T000666,2026-05-05 16:55:09,S004,P0051,5,92.29,23.07,461.45,438.38,Wallet,Store
T000667,2026-05-17 00:23:08,S002,P0066,4,137.94,27.59,551.76,524.17,Wallet,Store
T000668,2026-05-05 16:14:47,S010,P0031,2,133.01,39.9,266.02,226.12,Cash,Store
T000669,2026-05-24 17:36:13,S010,P0023,5,182.66,0.0,913.3,913.3,Card,Store
T000670,2026-05-03 09:37:29,S004,P0006,4,60.11,0.0,240.44,240.44,Card,Store
T000671,2026-05-12 14:07:48,S001,P0030,2,137.6,41.28,275.2,233.92,Card,Store
T000672,2026-05-04 18:58:57,S001,P0059,1,110.73,5.54,110.73,105.19,Wallet,Store
T000673,2026-05-19 06:19:46,S005,P0036,5,14.43,10.82,72.15,61.33,Card,Store
T000674,2026-05-21 02:50:02,S007,P0084,3,82.16,36.97,246.48,209.51,Wallet,Store
T000675,2026-05-13 12:50:55,S007,P0033,2,74.69,22.41,149.38,126.97,Card,Store
T000676,2026-05-17 05:03:34,S008,P0063,5,97.34,0.0,486.7,486.7,Card,Store
T000677,2026-05-21 10:13:26,S004,P0022,1,90.67,13.6,90.67,77.07,Cash,Store
T000678,2026-05-20 04:18:29,S003,P0020,2,53.57,5.36,107.14,101.78,Wallet,Store
T000679,2026-05-16 17:25:59,S007,P0030,3,137.6,0.0,412.8,412.8,Card,Store
T000680,2026-05-01 08:52:18,S010,P0027,2,36.85,7.37,73.7,66.33,Cash,Store
T000681,2026-05-05 22:55:15,S010,P0017,5,99.39,0.0,496.95,496.95,Wallet,Store
T000682,2026-05-06 09:24:10,S010,P0006,2,60.11,0.0,120.22,120.22,Cash,Store
T000683,2026-05-21 00:40:40,S007,P0067,5,14.66,10.99,73.3,62.31,Wallet,Store
T000684,2026-05-15 22:04:58,S005,P0094,1,138.97,0.0,138.97,138.97,Card,Store
T000685,2026-05-20 05:11:45,S003,P0062,2,57.17,11.43,114.34,102.91,Wallet,Store
T000686,2026-05-09 06:06:23,S003,P0099,5,44.46,33.34,222.3,188.96,Wallet,Store
T000687,2026-05-19 02:30:23,S006,P0088,4,91.35,54.81,365.4,310.59,Cash,Store
T000688,2026-05-01 07:22:02,S007,P0049,2,89.38,0.0,178.76,178.76,Wallet,Store
T000689,2026-05-04 06:27:35,S007,P0065,2,32.67,9.8,65.34,55.54,Card,Store
T000690,2026-05-17 04:16:43,S010,P0079,1,12.41,1.86,12.41,10.55,Cash,Store
T000691,2026-05-01 23:38:16,S003,P0062,5,57.17,42.88,285.85,242.97,Card,Store
T000692,2026-05-23 19:17:24,S007,P0067,3,14.66,0.0,43.98,43.98,Card,Store
T000693,2026-05-19 20:58:33,S008,P0030,4,137.6,27.52,550.4,522.88,Cash,Store
T000694,2026-05-25 08:27:55,S003,P0055,3,63.94,19.18,191.82,172.64,Cash,Store
T000695,2026-05-09 06:52:55,S010,P0037,5,50.07,25.04,250.35,225.31,Cash,Store
T000696,2026-05-04 18:55:26,S001,P0091,5,54.63,40.97,273.15,232.18,Cash,Store
T000697,2026-05-12 03:52:50,S004,P0049,3,89.38,26.81,268.14,241.33,Cash,Store
T000698,2026-05-18 15:25:17,S010,P0055,3,63.94,9.59,191.82,182.23,Wallet,Store
T000699,2026-05-25 07:24:58,S010,P0047,3,57.17,17.15,171.51,154.36,Card,Store
T000700,2026-05-12 20:21:21,S009,P0071,4,56.68,0.0,226.72,226.72,Wallet,Store
T000701,2026-05-12 14:29:43,S005,P0062,3,57.17,25.73,171.51,145.78,Wallet,Store
T000702,2026-05-23 05:53:26,S002,P0018,2,41.56,8.31,83.12,74.81,Cash,Store
T000703,2026-05-18 22:21:21,S009,P0028,4,96.72,19.34,386.88,367.54,Wallet,Store
T000704,2026-05-21 00:11:33,S001,P0088,2,91.35,18.27,182.7,164.43,Cash,Store
T000705,2026-05-03 02:19:59,S008,P0019,5,114.2,57.1,571.0,513.9,Card,Store
T000706,2026-05-02 13:59:34,S006,P0029,1,38.23,5.73,38.23,32.5,Card,Store
T000707,2026-05-02 06:22:53,S009,P0079,3,12.41,5.58,37.23,31.65,Wallet,Store
T000708,2026-05-22 18:51:55,S008,P0064,1,32.29,0.0,32.29,32.29,Card,Store
T000709,2026-05-17 08:26:05,S001,P0025,5,95.59,71.69,477.95,406.26,Wallet,Store
T000710,2026-05-21 00:00:37,S001,P0022,3,90.67,0.0,272.01,272.01,Cash,Store
T000711,2026-05-22 14:23:12,S005,P0012,4,35.08,7.02,140.32,133.3,Card,Store
T000712,2026-05-24 02:29:53,S004,P0076,5,119.43,0.0,597.15,597.15,Cash,Store
T000713,2026-05-12 12:39:04,S005,P0071,5,56.68,42.51,283.4,240.89,Card,Store
T000714,2026-05-13 20:55:54,S010,P0029,2,38.23,7.65,76.46,68.81,Cash,Store
T000715,2026-05-04 20:20:20,S003,P0034,4,23.19,13.91,92.76,78.85,Cash,Store
T000716,2026-05-17 09:22:56,S005,P0065,3,32.67,0.0,98.01,98.01,Wallet,Store
T000717,2026-05-19 17:36:30,S005,P0074,4,59.52,23.81,238.08,214.27,Cash,Store
T000718,2026-05-19 00:59:44,S006,P0097,4,40.86,16.34,163.44,147.1,Card,Store
T000719,2026-05-21 08:01:25,S005,P0015,1,153.72,15.37,153.72,138.35,Wallet,Store
T000720,2026-05-12 18:48:19,S004,P0090,3,145.3,43.59,435.9,392.31,Wallet,Store
T000721,2026-05-03 14:31:28,S005,P0002,2,70.73,7.07,141.46,134.39,Wallet,Store
T000722,2026-05-06 17:21:03,S006,P0096,1,134.76,20.21,134.76,114.55,Card,Store
T000723,2026-05-06 06:55:25,S004,P0046,5,24.33,6.08,121.65,115.57,Card,Store
T000724,2026-05-09 07:31:42,S004,P0095,2,181.52,0.0,363.04,363.04,Cash,Store
T000725,2026-05-05 03:53:03,S004,P0026,5,65.35,16.34,326.75,310.41,Cash,Store
T000726,2026-05-25 19:42:52,S008,P0011,5,90.41,0.0,452.05,452.05,Cash,Store
T000727,2026-05-16 20:55:03,S006,P0062,5,57.17,14.29,285.85,271.56,Card,Store
T000728,2026-05-13 08:05:10,S003,P0063,5,97.34,24.34,486.7,462.36,Wallet,Store
T000729,2026-05-16 19:41:19,S001,P0017,5,99.39,49.7,496.95,447.25,Cash,Store
T000730,2026-05-15 04:22:56,S006,P0065,4,32.67,0.0,130.68,130.68,Wallet,Store
T000731,2026-05-01 07:40:23,S008,P0067,3,14.66,0.0,43.98,43.98,Card,Store
T000732,2026-05-20 09:27:19,S002,P0075,3,97.7,14.66,293.1,278.44,Cash,Store
T000733,2026-05-16 22:19:18,S005,P0071,2,56.68,5.67,113.36,107.69,Card,Store
T000734,2026-05-07 15:15:31,S003,P0047,4,57.17,22.87,228.68,205.81,Wallet,Store
T000735,2026-05-09 16:24:37,S006,P0097,3,40.86,12.26,122.58,110.32,Cash,Store
T000736,2026-05-04 09:49:42,S003,P0074,5,59.52,0.0,297.6,297.6,Cash,Store
T000737,2026-05-05 05:26:41,S007,P0072,4,114.12,0.0,456.48,456.48,Card,Store
T000738,2026-05-05 22:57:40,S003,P0002,4,70.73,28.29,282.92,254.63,Wallet,Store
T000739,2026-05-09 20:28:00,S006,P0069,4,173.59,34.72,694.36,659.64,Wallet,Store
T000740,2026-05-02 07:50:41,S007,P0007,1,144.34,0.0,144.34,144.34,Card,Store
T000741,2026-05-09 13:08:32,S002,P0061,4,110.26,22.05,441.04,418.99,Card,Store
T000742,2026-05-01 14:59:30,S009,P0072,3,114.12,17.12,342.36,325.24,Cash,Store
T000743,2026-05-19 23:39:39,S010,P0045,2,33.79,10.14,67.58,57.44,Wallet,Store
T000744,2026-05-11 18:35:04,S003,P0069,3,173.59,26.04,520.77,494.73,Card,Store
T000745,2026-05-20 10:25:55,S008,P0100,1,29.71,2.97,29.71,26.74,Card,Store
T000746,2026-05-14 22:59:02,S003,P0081,2,84.16,8.42,168.32,159.9,Wallet,Store
T000747,2026-05-06 12:30:39,S007,P0074,1,59.52,0.0,59.52,59.52,Cash,Store
T000748,2026-05-20 23:28:14,S006,P0041,3,62.42,9.36,187.26,177.9,Card,Store
T000749,2026-05-17 16:23:40,S008,P0035,3,69.17,31.13,207.51,176.38,Card,Store
T000750,2026-05-24 08:32:33,S003,P0022,1,90.67,0.0,90.67,90.67,Wallet,Store
T000751,2026-05-13 03:45:01,S002,P0033,2,74.69,0.0,149.38,149.38,Cash,Store
T000752,2026-05-01 14:27:17,S008,P0009,5,105.05,0.0,525.25,525.25,Wallet,Store
T000753,2026-05-20 05:39:12,S002,P0098,1,88.52,4.43,88.52,84.09,Cash,Store
T000754,2026-05-08 10:20:47,S007,P0084,3,82.16,0.0,246.48,246.48,Card,Store
T000755,2026-05-06 01:02:24,S003,P0081,2,84.16,25.25,168.32,143.07,Cash,Store
T000756,2026-05-15 19:40:55,S006,P0085,3,75.89,22.77,227.67,204.9,Card,Store
T000757,2026-05-06 21:30:41,S008,P0071,2,56.68,17.0,113.36,96.36,Wallet,Store
T000758,2026-05-21 23:17:04,S010,P0059,4,110.73,66.44,442.92,376.48,Wallet,Store
T000759,2026-05-08 03:15:38,S006,P0040,4,101.86,61.12,407.44,346.32,Card,Store
T000760,2026-05-05 11:03:09,S006,P0040,4,101.86,20.37,407.44,387.07,Cash,Store
T000761,2026-05-10 17:04:58,S009,P0001,2,101.2,10.12,202.4,192.28,Wallet,Store
T000762,2026-05-01 15:40:18,S008,P0002,4,70.73,14.15,282.92,268.77,Card,Store
T000763,2026-05-12 06:51:56,S004,P0077,1,88.55,13.28,88.55,75.27,Card,Store
T000764,2026-05-06 23:31:11,S007,P0072,4,114.12,0.0,456.48,456.48,Card,Store
T000765,2026-05-14 22:46:02,S004,P0049,3,89.38,0.0,268.14,268.14,Cash,Store
T000766,2026-05-21 19:22:02,S010,P0067,3,14.66,2.2,43.98,41.78,Card,Store
T000767,2026-05-05 10:32:37,S004,P0053,1,122.01,0.0,122.01,122.01,Cash,Store
T000768,2026-05-09 22:40:25,S008,P0082,5,96.77,48.39,483.85,435.46,Card,Store
T000769,2026-05-02 19:28:39,S006,P0025,1,95.59,0.0,95.59,95.59,Cash,Store
T000770,2026-05-05 15:57:44,S002,P0024,3,111.14,16.67,333.42,316.75,Wallet,Store
T000771,2026-05-01 17:58:14,S004,P0002,1,70.73,0.0,70.73,70.73,Cash,Store
T000772,2026-05-12 16:52:56,S007,P0044,3,21.97,6.59,65.91,59.32,Wallet,Store
T000773,2026-05-02 09:42:11,S006,P0005,1,47.95,0.0,47.95,47.95,Card,Store
T000774,2026-05-07 09:06:18,S009,P0010,4,184.67,0.0,738.68,738.68,Card,Store
T000775,2026-05-25 16:07:39,S002,P0002,2,70.73,14.15,141.46,127.31,Cash,Store
T000776,2026-05-24 03:25:15,S001,P0095,2,181.52,36.3,363.04,326.74,Wallet,Store
T000777,2026-05-22 11:21:48,S004,P0086,4,62.39,24.96,249.56,224.6,Card,Store
T000778,2026-05-04 09:13:22,S001,P0021,5,144.78,108.58,723.9,615.32,Card,Store
T000779,2026-05-02 07:55:45,S005,P0082,2,96.77,9.68,193.54,183.86,Cash,Store
T000780,2026-05-06 10:03:08,S007,P0031,3,133.01,0.0,399.03,399.03,Wallet,Store
T000781,2026-05-02 21:09:22,S007,P0016,2,51.68,0.0,103.36,103.36,Wallet,Store
T000782,2026-05-25 03:15:28,S010,P0061,2,110.26,11.03,220.52,209.49,Cash,Store
T000783,2026-05-11 22:45:37,S008,P0021,1,144.78,21.72,144.78,123.06,Cash,Store
T000784,2026-05-04 04:34:52,S006,P0008,2,18.79,5.64,37.58,31.94,Card,Store
T000785,2026-05-15 07:01:32,S006,P0030,5,137.6,34.4,688.0,653.6,Cash,Store
T000786,2026-05-09 01:26:15,S007,P0089,3,21.03,0.0,63.09,63.09,Card,Store
T000787,2026-05-18 17:50:37,S008,P0091,5,54.63,13.66,273.15,259.49,Cash,Store
T000788,2026-05-11 17:03:13,S003,P0073,5,156.93,39.23,784.65,745.42,Card,Store
T000789,2026-05-17 05:38:39,S009,P0077,2,88.55,0.0,177.1,177.1,Card,Store
T000790,2026-05-15 00:01:34,S005,P0038,5,44.59,11.15,222.95,211.8,Wallet,Store
T000791,2026-05-20 13:15:20,S007,P0065,2,32.67,0.0,65.34,65.34,Wallet,Store
T000792,2026-05-13 06:54:46,S006,P0031,1,133.01,19.95,133.01,113.06,Wallet,Store
T000793,2026-05-20 10:18:30,S008,P0088,5,91.35,0.0,456.75,456.75,Card,Store
T000794,2026-05-17 23:59:22,S006,P0053,1,122.01,0.0,122.01,122.01,Cash,Store
T000795,2026-05-07 03:53:51,S003,P0006,2,60.11,0.0,120.22,120.22,Card,Store
T000796,2026-05-21 14:08:54,S002,P0025,1,95.59,14.34,95.59,81.25,Wallet,Store
T000797,2026-05-09 01:47:13,S009,P0063,5,97.34,73.0,486.7,413.7,Card,Store
T000798,2026-05-07 23:52:30,S010,P0029,1,38.23,0.0,38.23,38.23,Card,Store
T000799,2026-05-18 15:08:39,S008,P0011,1,90.41,4.52,90.41,85.89,Card,Store
T000800,2026-05-17 01:28:48,S001,P0091,5,54.63,13.66,273.15,259.49,Wallet,Store
T000801,2026-05-17 03:32:09,S005,P0010,1,184.67,0.0,184.67,184.67,Cash,Store
T000802,2026-05-07 07:01:52,S004,P0093,5,14.68,7.34,73.4,66.06,Wallet,Store
T000803,2026-05-18 20:19:16,S004,P0085,5,75.89,0.0,379.45,379.45,Card,Store
T000804,2026-05-22 16:42:05,S002,P0096,5,134.76,33.69,673.8,640.11,Wallet,Store
T000805,2026-05-06 20:01:25,S007,P0086,1,62.39,0.0,62.39,62.39,Card,Store
T000806,2026-05-20 16:07:46,S006,P0065,2,32.67,9.8,65.34,55.54,Card,Store
T000807,2026-05-14 23:03:20,S009,P0041,3,62.42,9.36,187.26,177.9,Card,Store
T000808,2026-05-19 19:51:56,S006,P0093,5,14.68,0.0,73.4,73.4,Cash,Store
T000809,2026-05-15 16:17:34,S009,P0049,3,89.38,13.41,268.14,254.73,Card,Store
T000810,2026-05-01 18:50:44,S001,P0001,3,101.2,45.54,303.6,258.06,Cash,Store
T000811,2026-05-07 11:27:55,S001,P0039,3,23.0,0.0,69.0,69.0,Cash,Store
T000812,2026-05-18 20:46:38,S005,P0099,5,44.46,33.34,222.3,188.96,Wallet,Store
T000813,2026-05-12 05:41:01,S002,P0020,1,53.57,5.36,53.57,48.21,Cash,Store
T000814,2026-05-08 09:19:46,S006,P0034,5,23.19,0.0,115.95,115.95,Card,Store
T000815,2026-05-07 02:48:38,S010,P0012,4,35.08,21.05,140.32,119.27,Wallet,Store
T000816,2026-05-23 20:58:47,S008,P0042,2,36.49,7.3,72.98,65.68,Cash,Store
T000817,2026-05-13 02:51:26,S005,P0077,1,88.55,13.28,88.55,75.27,Cash,Store
T000818,2026-05-14 04:23:19,S006,P0099,3,44.46,13.34,133.38,120.04,Cash,Store
T000819,2026-05-02 11:05:48,S010,P0096,1,134.76,13.48,134.76,121.28,Wallet,Store
T000820,2026-05-05 11:53:58,S006,P0006,5,60.11,45.08,300.55,255.47,Wallet,Store
T000821,2026-05-22 14:18:15,S004,P0090,2,145.3,0.0,290.6,290.6,Card,Store
T000822,2026-05-03 08:05:09,S010,P0097,5,40.86,30.64,204.3,173.66,Card,Store
T000823,2026-05-11 03:00:19,S007,P0038,2,44.59,0.0,89.18,89.18,Card,Store
T000824,2026-05-09 03:05:51,S001,P0074,5,59.52,29.76,297.6,267.84,Card,Store
T000825,2026-05-16 20:21:48,S007,P0065,2,32.67,0.0,65.34,65.34,Cash,Store
T000826,2026-05-18 22:25:39,S007,P0063,5,97.34,0.0,486.7,486.7,Wallet,Store
T000827,2026-05-09 15:39:29,S004,P0068,2,119.82,0.0,239.64,239.64,Card,Store
T000828,2026-05-22 15:03:29,S010,P0088,1,91.35,0.0,91.35,91.35,Card,Store
T000829,2026-05-12 21:37:20,S006,P0047,2,57.17,5.72,114.34,108.62,Wallet,Store
T000830,2026-05-20 16:06:01,S005,P0004,2,44.1,4.41,88.2,83.79,Wallet,Store
T000831,2026-05-07 13:36:37,S008,P0019,1,114.2,0.0,114.2,114.2,Cash,Store
T000832,2026-05-08 22:36:36,S002,P0097,1,40.86,0.0,40.86,40.86,Cash,Store
T000833,2026-05-10 16:23:10,S001,P0037,3,50.07,0.0,150.21,150.21,Card,Store
T000834,2026-05-07 07:25:12,S006,P0003,2,61.31,18.39,122.62,104.23,Wallet,Store
T000835,2026-05-20 05:08:46,S005,P0067,5,14.66,7.33,73.3,65.97,Wallet,Store
T000836,2026-05-22 19:10:48,S001,P0090,4,145.3,87.18,581.2,494.02,Cash,Store
T000837,2026-05-07 22:29:57,S003,P0033,1,74.69,3.73,74.69,70.96,Card,Store
T000838,2026-05-13 09:52:41,S008,P0007,1,144.34,0.0,144.34,144.34,Wallet,Store
T000839,2026-05-10 23:38:39,S006,P0085,1,75.89,0.0,75.89,75.89,Card,Store
T000840,2026-05-11 17:38:45,S007,P0030,5,137.6,0.0,688.0,688.0,Wallet,Store
T000841,2026-05-17 16:40:29,S002,P0069,2,173.59,0.0,347.18,347.18,Wallet,Store
T000842,2026-05-17 11:06:07,S001,P0092,1,103.99,0.0,103.99,103.99,Card,Store
T000843,2026-05-12 12:48:45,S007,P0063,2,97.34,0.0,194.68,194.68,Card,Store
T000844,2026-05-09 02:15:27,S005,P0081,2,84.16,25.25,168.32,143.07,Wallet,Store
T000845,2026-05-09 08:12:47,S007,P0033,1,74.69,11.2,74.69,63.49,Cash,Store
T000846,2026-05-24 13:54:56,S007,P0044,2,21.97,0.0,43.94,43.94,Wallet,Store
T000847,2026-05-08 20:51:30,S010,P0087,2,55.98,11.2,111.96,100.76,Cash,Store
T000848,2026-05-15 19:44:31,S005,P0055,5,63.94,15.98,319.7,303.72,Cash,Store
T000849,2026-05-22 07:21:57,S003,P0027,5,36.85,27.64,184.25,156.61,Cash,Store
T000850,2026-05-25 05:17:05,S009,P0040,2,101.86,20.37,203.72,183.35,Wallet,Store
T000851,2026-05-18 19:24:16,S003,P0073,3,156.93,0.0,470.79,470.79,Wallet,Store
