SnapshotDate,StoreID,ProductID,StockOnHand,ReservedQty,AvailableQty,ReorderPoint,SafetyStock
2026-05-25,W001,P0057,141,16,125,53,25
2026-05-25,W001,P0058,265,13,252,21,31
2026-05-25,W001,P0059,25,20,5,30,40
2026-05-25,W001,P0060,56,7,49,22,11
2026-05-25,W001,P0061,18,18,0,32,17
2026-05-25,W001,P0062,33,17,16,21,18
2026-05-25,W001,P0063,115,28,87,54,32
2026-05-25,W001,P0064,207,12,195,40,13
2026-05-25,W001,P0065,112,23,89,59,18
2026-05-25,W001,P0066,253,6,247,25,35
2026-05-25,W001,P0067,104,11,93,55,19
2026-05-25,W001,P0068,147,23,124,15,13
2026-05-25,W001,P0069,94,16,78,59,29
2026-05-25,W001,P0070,244,23,221,34,37
2026-05-25,W001,P0071,122,5,117,35,31
2026-05-25,W001,P0072,35,5,30,26,20
2026-05-25,W001,P0073,233,4,229,15,31
2026-05-25,W001,P0074,242,13,229,36,10
2026-05-25,W001,P0075,90,8,82,19,15
2026-05-25,W001,P0076,4,19,-15,37,25
2026-05-25,W001,P0077,298,0,298,46,37
2026-05-25,W001,P0078,126,15,111,22,11
2026-05-25,W001,P0079,8,18,-10,58,19
2026-05-25,W001,P0080,116,16,100,47,15
2026-05-25,W001,P0081,75,24,51,21,13
2026-05-25,W001,P0082,155,25,130,36,24
2026-05-25,W001,P0083,251,23,228,37,27
2026-05-25,W001,P0084,131,21,110,46,18
2026-05-25,W001,P0085,186,14,172,15,36
2026-05-25,W001,P0086,180,9,171,60,20
2026-05-25,W001,P0087,265,24,241,57,37
2026-05-25,W001,P0088,247,3,244,32,31
2026-05-25,W001,P0089,265,23,242,55,10
2026-05-25,W001,P0090,75,13,62,29,31
2026-05-25,W001,P0091,72,11,61,46,10
2026-05-25,W001,P0092,125,18,107,59,23
2026-05-25,W001,P0093,184,6,178,20,16
2026-05-25,W001,P0094,193,20,173,21,40
2026-05-25,W001,P0095,140,28,112,55,31
2026-05-25,W001,P0096,278,28,250,43,40
2026-05-25,W001,P0097,269,5,264,31,39
2026-05-25,W001,P0098,178,28,150,36,22
2026-05-25,W001,P0099,213,30,183,32,19
2026-05-25,W001,P0100,97,1,96,52,26
2026-05-25,S999,P9999,,-5,-10,20,10
